163348900,"ADHESIVE TAPE AGAINST SHORTS, VIRGILIO",DATALOGIC,E,White,,,,3M,3M VHB 4955,White,Made in Vietnam,,,MH 17478
163365901,OVERLAY 47 KEYS WITH GRAPHIC SKORPIO X5,DATALOGIC,F,BLACK+PANTONE 297 C+PANTONE 116 C,,,,Sabic + 3M,Lexan 8B35 Film + 3M 467MP,Transparent,Made in Vietnam,,,MH17478 (3M467 MP)
163366001,OVERLAY 38 KEYS WITH GRAPHIC SKORPIO X5,DATALOGIC,F,BLACK+PANTONE 297 C+PANTONE 116 C,,,,Sabic + 3M,Lexan 8B35 Film + 3M 467MP,Transparent,Made in Vietnam,,,MH17478 (3M467 MP)
163370901,47 KEYS OVARLAY TERMINAL EMULATOR,DATALOGIC,B,BLACK+PANTONE 297 C+PANTONE 116 C,,,,Sabic + 3M,Lexan 8B35 + 3M 467MP,Transparent,Made in Vietnam,,,MH17478 (3M467 MP)
163403800,DEL DATA LABEL OVERLAY,DATALOGIC,A,WHITE,,,,AVERY,MZ-1067A,WHITE,Made in Vietnam,,,
176108600,I/O CONNECTOR ADHESIVE SKORPIO X5,DATALOGIC,A,"Black, Blue",,,,3M,3M VHB 5925,Black,Made in Vietnam,,,MH17478 
163422200,FIXED DATA LABEL M220 NOM,DATALOGIC,A,BLUE+WHITE,,,,Sabic+3M,Lexan 8B35V T=0.125+3M 468MP,Transparent,Made in Vietnam,,,"UL files of products: MH64512/SP-9425.
UL files of material: E539253 & E539157 (8B35V)+MH17478 ( 3M468 MP)."
163405102,"LABEL, OVERLAY, S/N MAC ADDRESS",DATALOGIC,X1,WHITE,,,,LINTEC,PET50(A) PAT1 8LK CLEAR PET LABEL,WHITE/LIGHT GREEN,Made in Vietnam,,,3755BZ50
275039594,"SH - 395 DISPLAY PROTECTION,ELF,FALCONX3",DATALOGIC,F,WHITE+PANTONE 151C,,,,MOLCO,515C CL,TRANSPARENT,Made in Vietnam,,,
163409501,"LABEL,PLATTER LOGO,LLT",DATALOGIC,X2,BLACK,,,,SABIC+3M,0.5mm LEXAN FILM 8B35+3M 468MP,TRANSPARENT,Made in Vietnam,,,MH17478 (3M 468MP)
163328570,"LABEL ALPHATRON HC, CRADLE, MIC",DATALOGIC,M,Pantone bright white 11-0601-TCX+76% Pantone cool gray 5C to transparent,,,,SABIC+3M,LEXAN 8010+3M 9460,Transparent,Made in Vietnam,,,E121562 ( Lexan 8010)
163417100,LABEL,DATALOGIC,D,BLACK+PANTONE 8402C,,,,Sabic+3M,Lexan 8B35V+3M 467MP,CLEAR,Made in Vietnam,,,E539253 & E539157 (Lexan 8B35V); MH17478 (3M 467 MP)
731218500,"LABEL,REMOTE DISPLAY,8300RD,BRAZIL",DATALOGIC,A,BLACK+WHITE,,,,SABIC+3M,Lexan 8B35-112 +3M 9471LE,Transparent,Made in Vietnam,,,MH17478 (3M 9471LE)
163268306,E-2683 ETICHETTA DATI FISSI M300,DATALOGIC,I,BLACK+WHITE+YELLOW,,,,SABIC+3M,LEXAN 8B35-112 film 125µm+3M 468 MP ADHESIVE LAYER,Transparent,Made in Vietnam,,,MH17478 (ADHESIVE 3M468 MP)
163420800,"ADHESIVE TAPE AGAINST SHORTS,SIRIUS",DATALOGIC,B,BLACK,,,,ROGERS+3M,PORON4701-50-20093-04+3M 467MP,BLACK,Made in Vietnam,,,MH17478 (3M467 MP)
163400100,38 KEYS OVERLAY SOECIAL,DATALOGIC,B,BLACK+PANTONE 297 C+PANTONE 116 C,,,,HX+3M,VM Velvet Matte PC Film (T0.175)+3M 467MP,TRANSPARENT,Made in Vietnam,,,E514283 (VM Velvet Matte PC Film (T0.175)+ MH17478 (3M 467MP)
163404000,LABEL JOYA TOUCH 22 (BLK),DATALOGIC,B,BLACK+WHITE+YELLOW PANTONE 123C,,,,SABIC+3M,Lexan 8B35- 125µm + 3M467MP adhesive layer,,Made in VietNam,,,MH17478 (3M467 adhesive layer)
163306303,E-3063 DATA LABEL FIXED,DATALOGIC,D,BLACK PANTONE 6C+WHITE+YELLOW PANTONE 129C,,,,SABIC+3M,LEXAN 8B35 film 125μm+ADHESIVE LAYER 3M 468MP,TRANSPARENT,Made in VietNam,,,MH17478 (3M 468MP adhesive layer)
275045000,MIZAR SHIELD,DATALOGIC,A,Yellow Brass,,,,INCO ,C2680,Yellow ,Made in China,,,
